ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: _wp_page_template","Meta: slide_template","Meta: rs_page_bg_color","Meta: _wp_old_date","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global"
474,simple,,"Džak - bela majica",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1500,"Sport > Boks (džak), Sport","boks, sport",,"https://branblan.com/wp-content/uploads/2021/01/bela-majica-scaled.jpg, https://branblan.com/wp-content/uploads/2021/01/bela-majica-scaled.jpg",,,,,,,,,0,default,,
502,simple,,"Džak - ženska majica bela",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1500,"Sport > Boks (džak)","boks, džak",,https://branblan.com/wp-content/uploads/2021/01/zenska-majica-bela-1.jpg,,,,,,,,,0,default,,
504,simple,,"Džak - duks beli",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,"Sport > Boks (džak)","boks, džak",,https://branblan.com/wp-content/uploads/2021/01/duks-beli-1.jpg,,,,,,,,,0,default,,
505,simple,,"Džak - crna majica",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Sport > Boks (džak)","boks, džak",,https://branblan.com/wp-content/uploads/2021/01/crna-majica-1.jpg,,,,,,,,,0,default,,
506,simple,,"Džak - ženska majica crna",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Sport > Boks (džak)","boks, džak",,https://branblan.com/wp-content/uploads/2021/01/crna-majica-zenska-1.jpg,,,,,,,,,0,default,,
507,simple,,"Džak - duks crni",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3500,"Sport > Boks (džak)","boks, džak",,https://branblan.com/wp-content/uploads/2021/01/crni-duks-1-scaled.jpg,,,,,,,,,0,default,,
508,simple,,"Bokserske rukavice - majica bela",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1500,"Sport > Bokserske rukavice","boks, rukavice",,https://branblan.com/wp-content/uploads/2021/01/bela-majica-2-scaled.jpg,,,,,,,,,0,default,,
509,simple,,"Bokserske rukavice - ženska majica",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1500,"Sport > Bokserske rukavice","boks, rukavice",,https://branblan.com/wp-content/uploads/2021/01/zenska-majica-bela-2.jpg,,,,,,,,,0,default,,
510,simple,,"Bokserske rukavice - duks",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,"Sport > Bokserske rukavice","boks, rukavice",,https://branblan.com/wp-content/uploads/2021/01/duks-beli-2.jpg,,,,,,,,,0,default,,
511,simple,,"Bokserske rukavice - crna majica",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Sport > Bokserske rukavice","boks, rukavice",,https://branblan.com/wp-content/uploads/2021/01/crna-majica-2.jpg,,,,,,,,,0,default,,
512,simple,,"Bokserske rukavice - ženska crna majica",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Sport > Bokserske rukavice","boks, rukavice",,https://branblan.com/wp-content/uploads/2021/01/crna-majica-zenska-2.jpg,,,,,,,,,0,default,,
513,simple,,"Bokserske rukavice - duks crni",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3500,"Sport > Bokserske rukavice","boks, rukavice",,https://branblan.com/wp-content/uploads/2021/01/crni-duks-2-scaled.jpg,,,,,,,,,0,default,,
520,simple,,"Borjan - bela majica",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1500,"Sport > Borjan","fudbal, majice",,https://branblan.com/wp-content/uploads/2021/01/image3-2.jpeg,,,,,,,,,0,default,,
521,simple,,"Borjan - ženska majica bela",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1500,"Sport > Borjan","fudbal, majice",,https://branblan.com/wp-content/uploads/2021/01/image4-3.jpeg,,,,,,,,,0,default,,
522,simple,,"Borjan - duks beli",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,"Sport > Borjan","duks, fudbal",,https://branblan.com/wp-content/uploads/2021/01/beli-duks.jpg,,,,,,,,,0,default,,
524,simple,,"Borjan - crna majica",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Sport > Borjan","fudbal, majice",,https://branblan.com/wp-content/uploads/2021/01/image1-2.jpeg,,,,,,,,,0,default,,
527,simple,,"Borjan - ženska majica crna",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Sport > Borjan","fudbal, sport",,https://branblan.com/wp-content/uploads/2021/01/image2-2.jpeg,,,,,,,,,0,default,,
528,simple,,"Borjan - duks crni",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3500,"Sport > Borjan","fudbal, sport",,https://branblan.com/wp-content/uploads/2021/01/crni-duks-3.jpg,,,,,,,,,0,default,,
536,simple,,"Igor Rakočević - bela majica",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1500,"Sport > Igor Rakočević","košarka, sport, srbija",,https://branblan.com/wp-content/uploads/2021/01/bela-majica-4.jpg,,,,,,,,,0,default,,
537,simple,,"Igor Rakočević - ženska majica bela",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1500,"Sport > Igor Rakočević","košarka, majice",,https://branblan.com/wp-content/uploads/2021/01/zenska-majica-bela-3.jpg,,,,,,,,,0,default,,
538,simple,,"Igor Rakočević - duks beli",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,"Sport > Igor Rakočević","košarka, majice",,https://branblan.com/wp-content/uploads/2021/01/duks-beli-3.jpg,,,,,,,,,0,default,,
539,simple,,"Igor Rakočević - majica crna",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Sport > Igor Rakočević","košarka, majice",,https://branblan.com/wp-content/uploads/2021/01/crna-majica-3.jpg,,,,,,,,,0,default,,
540,simple,,"Igor Rakočević - ženska majica crna",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Sport > Igor Rakočević","košarka, majice",,https://branblan.com/wp-content/uploads/2021/01/crna-majica-zenska-3.jpg,,,,,,,,,0,default,,
542,simple,,"Igor Rakočević - duks crni",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3500,"Sport > Igor Rakočević","duks, košarka",,https://branblan.com/wp-content/uploads/2021/01/crni-duks-4.jpg,,,,,,,,,0,default,,
549,simple,,"Naši sportisti - bela majica",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1500,"Sport > Naši sportisti","sport, srbija",,https://branblan.com/wp-content/uploads/2021/01/bela-majica-5.jpg,,,,,,,,,0,default,,
550,simple,,"Naši sportisti - ženska majica bela",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1500,"Sport > Naši sportisti","sport, srbija",,https://branblan.com/wp-content/uploads/2021/01/zenska-majica-bela-4.jpg,,,,,,,,,0,default,,
551,simple,,"Naši sportisti - duks beli",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,"Sport > Naši sportisti","duks, sport, srbija",,https://branblan.com/wp-content/uploads/2021/01/duks-beli-4.jpg,,,,,,,,,0,default,,
552,simple,,"Naši sportisti - majica crna",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Sport > Naši sportisti","majice, sport, srbija",,https://branblan.com/wp-content/uploads/2021/01/crna-majica-4.jpg,,,,,,,,,0,default,,
553,simple,,"Naši sportisti - ženska majica crna",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Sport > Naši sportisti","majice, sport, srbija",,https://branblan.com/wp-content/uploads/2021/01/crna-majica-zenska-4.jpg,,,,,,,,,0,default,,
554,simple,,"Naši sportisti - duks crni",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3500,"Sport > Naši sportisti","duks, sport, srbija",,https://branblan.com/wp-content/uploads/2021/01/crni-duks-5.jpg,,,,,,,,,0,default,,
